sample_id,agents,wealth_appeal_corr,acc
0,51,-0.06718750000000001,0.587890625
1,69,-0.06718750000000001,0.587890625
2,51,0.1609375,0.587890625
3,51,-0.06718750000000001,0.702734375
4,69,0.1609375,0.702734375
5,101,0.1328125,0.737890625
6,119,0.1328125,0.737890625
7,101,-0.0390625,0.737890625
8,101,0.1328125,0.552734375
9,119,-0.0390625,0.552734375
10,126,-0.16718750000000002,0.512890625
11,94,-0.16718750000000002,0.512890625
12,126,-0.1390625,0.512890625
13,126,-0.16718750000000002,0.627734375
14,94,-0.1390625,0.627734375
15,76,0.032812499999999994,0.662890625
16,145,0.032812499999999994,0.662890625
17,76,0.06093749999999998,0.662890625
18,76,0.032812499999999994,0.7777343750000001
19,145,0.06093749999999998,0.7777343750000001
20,89,-0.1171875,0.775390625
21,132,-0.1171875,0.775390625
22,89,0.010937499999999989,0.775390625
23,89,-0.1171875,0.665234375
24,132,0.010937499999999989,0.665234375
25,139,0.08281250000000001,0.625390625
26,81,0.08281250000000001,0.625390625
27,139,-0.18906250000000002,0.625390625
28,139,0.08281250000000001,0.515234375
29,81,-0.18906250000000002,0.515234375
30,114,-0.017187499999999994,0.700390625
31,107,-0.017187499999999994,0.700390625
32,114,-0.0890625,0.700390625
33,114,-0.017187499999999994,0.590234375
34,107,-0.0890625,0.590234375
35,63,0.1828125,0.550390625
36,56,0.1828125,0.550390625
37,63,0.11093750000000002,0.550390625
38,63,0.1828125,0.740234375
39,56,0.11093750000000002,0.740234375
40,70,-0.1921875,0.7191406250000001
41,75,-0.1921875,0.7191406250000001
42,70,-0.014062500000000006,0.7191406250000001
43,70,-0.1921875,0.796484375
44,75,-0.014062500000000006,0.796484375
45,120,0.0078125,0.569140625
46,126,0.0078125,0.569140625
47,120,0.18593750000000003,0.569140625
48,120,0.0078125,0.646484375
49,126,0.18593750000000003,0.646484375
50,145,-0.0921875,0.794140625
51,50,-0.0921875,0.794140625
52,145,0.0859375,0.794140625
53,145,-0.0921875,0.571484375
54,50,0.0859375,0.571484375
55,95,0.10781250000000003,0.644140625
56,100,0.10781250000000003,0.644140625
57,95,-0.11406250000000001,0.644140625
58,95,0.10781250000000003,0.7214843750000001
59,100,-0.11406250000000001,0.7214843750000001
60,82,-0.04218749999999999,0.531640625
61,113,-0.04218749999999999,0.531640625
62,82,-0.1640625,0.531640625
63,82,-0.04218749999999999,0.758984375
64,113,-0.1640625,0.758984375
65,133,0.15781250000000002,0.681640625
66,63,0.15781250000000002,0.681640625
67,133,0.03593750000000001,0.681640625
68,133,0.15781250000000002,0.608984375
69,63,0.03593750000000001,0.608984375
70,107,-0.14218750000000002,0.606640625
71,138,-0.14218750000000002,0.606640625
72,107,0.1359375,0.606640625
73,107,-0.14218750000000002,0.533984375
74,138,0.1359375,0.533984375
75,57,0.05781249999999999,0.756640625
76,88,0.05781249999999999,0.756640625
77,57,-0.0640625,0.756640625
78,57,0.05781249999999999,0.6839843750000001
79,88,-0.0640625,0.6839843750000001
80,60,-0.1296875,0.559765625
81,110,-0.1296875,0.559765625
82,60,0.07343749999999999,0.559765625
83,60,-0.1296875,0.599609375
84,110,0.07343749999999999,0.599609375
85,111,0.0703125,0.7097656250000001
86,59,0.0703125,0.7097656250000001
87,111,-0.12656250000000002,0.7097656250000001
88,111,0.0703125,0.749609375
89,59,-0.12656250000000002,0.749609375
90,136,-0.029687500000000006,0.634765625
91,135,-0.029687500000000006,0.634765625
92,136,-0.02656249999999999,0.634765625
93,136,-0.029687500000000006,0.6746093750000001
94,135,-0.02656249999999999,0.6746093750000001
95,85,0.17031250000000003,0.784765625
96,85,0.17031250000000003,0.784765625
97,85,0.17343750000000002,0.784765625
98,85,0.17031250000000003,0.524609375
99,85,0.17343750000000002,0.524609375
100,98,-0.07968750000000001,0.6722656250000001
101,97,-0.07968750000000001,0.6722656250000001
102,98,0.12343750000000003,0.6722656250000001
103,98,-0.07968750000000001,0.6371093750000001
104,97,0.12343750000000003,0.6371093750000001
105,149,0.12031249999999999,0.522265625
106,148,0.12031249999999999,0.522265625
107,149,-0.0765625,0.522265625
108,149,0.12031249999999999,0.787109375
109,148,-0.0765625,0.787109375
110,123,-0.1796875,0.747265625
111,72,-0.1796875,0.747265625
112,123,-0.1765625,0.747265625
113,123,-0.1796875,0.712109375
114,72,-0.1765625,0.712109375
115,73,0.02031250000000001,0.597265625
116,122,0.02031250000000001,0.597265625
117,73,0.0234375,0.597265625
118,73,0.02031250000000001,0.562109375
119,122,0.0234375,0.562109375
120,66,-0.004687500000000011,0.728515625
121,141,-0.004687500000000011,0.728515625
122,66,-0.1015625,0.728515625
123,66,-0.004687500000000011,0.505859375
124,141,-0.1015625,0.505859375
125,117,0.1953125,0.578515625
126,91,0.1953125,0.578515625
127,117,0.09843750000000001,0.578515625
128,117,0.1953125,0.655859375
129,91,0.09843750000000001,0.655859375
130,142,-0.1046875,0.653515625
131,116,-0.1046875,0.653515625
132,142,0.1984375,0.653515625
133,142,-0.1046875,0.7308593750000001
134,116,0.1984375,0.7308593750000001
135,92,0.09531250000000002,0.503515625
136,66,0.09531250000000002,0.503515625
137,92,-0.0015624999999999944,0.503515625
138,92,0.09531250000000002,0.580859375
139,66,-0.0015624999999999944,0.580859375
140,79,-0.1546875,0.616015625
141,53,-0.1546875,0.616015625
142,79,-0.05156250000000001,0.616015625
143,79,-0.1546875,0.543359375
144,53,-0.05156250000000001,0.543359375
145,130,0.045312500000000006,0.7660156250000001
146,104,0.045312500000000006,0.7660156250000001
147,130,0.1484375,0.7660156250000001
148,130,0.045312500000000006,0.693359375
149,104,0.1484375,0.693359375
150,104,-0.0546875,0.541015625
151,78,-0.0546875,0.541015625
152,104,0.048437499999999994,0.541015625
153,104,-0.0546875,0.7683593750000001
154,78,0.048437499999999994,0.7683593750000001
155,54,0.1453125,0.691015625
156,129,0.1453125,0.691015625
157,54,-0.15156250000000002,0.691015625
158,54,0.1453125,0.618359375
159,129,-0.15156250000000002,0.618359375
160,55,-0.17343750000000002,0.798828125
161,124,-0.17343750000000002,0.798828125
162,55,0.10468749999999999,0.798828125
163,55,-0.17343750000000002,0.576171875
164,124,0.10468749999999999,0.576171875
165,106,0.02656249999999999,0.6488281250000001
166,74,0.02656249999999999,0.6488281250000001
167,106,-0.09531250000000001,0.6488281250000001
168,106,0.02656249999999999,0.726171875
169,74,-0.09531250000000001,0.726171875
170,131,-0.07343750000000002,0.723828125
171,149,-0.07343750000000002,0.723828125
172,131,-0.1953125,0.723828125
173,131,-0.07343750000000002,0.651171875
174,149,-0.1953125,0.651171875
175,81,0.12656250000000002,0.573828125
176,99,0.12656250000000002,0.573828125
177,81,0.004687500000000011,0.573828125
178,81,0.12656250000000002,0.501171875
179,99,0.004687500000000011,0.501171875
180,93,-0.0234375,0.611328125
181,86,-0.0234375,0.611328125
182,93,0.0546875,0.611328125
183,93,-0.0234375,0.613671875
184,86,0.0546875,0.613671875
185,144,0.1765625,0.761328125
186,137,0.1765625,0.761328125
187,144,-0.1453125,0.761328125
188,144,0.1765625,0.763671875
189,137,-0.1453125,0.763671875
190,119,-0.1234375,0.536328125
191,61,-0.1234375,0.536328125
192,119,-0.045312500000000006,0.536328125
193,119,-0.1234375,0.688671875
194,61,-0.045312500000000006,0.688671875
195,68,0.07656249999999998,0.6863281250000001
196,111,0.07656249999999998,0.6863281250000001
197,68,0.15468750000000003,0.6863281250000001
198,68,0.07656249999999998,0.538671875
199,111,0.15468750000000003,0.538671875
200,74,-0.09843750000000001,0.517578125
201,130,-0.09843750000000001,0.517578125
202,74,-0.0703125,0.517578125
203,74,-0.09843750000000001,0.519921875
204,130,-0.0703125,0.519921875
205,125,0.1015625,0.667578125
206,80,0.1015625,0.667578125
207,125,0.1296875,0.667578125
208,125,0.1015625,0.669921875
209,80,0.1296875,0.669921875
210,150,-0.19843750000000002,0.592578125
211,105,-0.19843750000000002,0.592578125
212,150,0.029687500000000006,0.592578125
213,150,-0.19843750000000002,0.7449218750000001
214,105,0.029687500000000006,0.7449218750000001
215,100,0.0015624999999999944,0.7425781250000001
216,55,0.0015624999999999944,0.7425781250000001
217,100,-0.1703125,0.7425781250000001
218,100,0.0015624999999999944,0.594921875
219,55,-0.1703125,0.594921875
220,87,-0.1484375,0.705078125
221,67,-0.1484375,0.705078125
222,87,-0.1203125,0.705078125
223,87,-0.1484375,0.557421875
224,67,-0.1203125,0.557421875
225,137,0.05156250000000001,0.555078125
226,118,0.05156250000000001,0.555078125
227,137,0.07968750000000002,0.555078125
228,137,0.05156250000000001,0.7074218750000001
229,118,0.07968750000000002,0.7074218750000001
230,112,-0.048437499999999994,0.7800781250000001
231,93,-0.048437499999999994,0.7800781250000001
232,112,0.1796875,0.7800781250000001
233,112,-0.048437499999999994,0.782421875
234,93,0.1796875,0.782421875
235,62,0.1515625,0.630078125
236,143,0.1515625,0.630078125
237,62,-0.02031250000000001,0.630078125
238,62,0.1515625,0.632421875
239,143,-0.02031250000000001,0.632421875
240,59,-0.03593750000000001,0.658203125
241,58,-0.03593750000000001,0.658203125
242,59,0.017187499999999994,0.658203125
243,59,-0.03593750000000001,0.716796875
244,58,0.017187499999999994,0.716796875
245,109,0.1640625,0.508203125
246,108,0.1640625,0.508203125
247,109,-0.18281250000000002,0.508203125
248,109,0.1640625,0.566796875
249,108,-0.18281250000000002,0.566796875
250,134,-0.1359375,0.7332031250000001
251,83,-0.1359375,0.7332031250000001
252,134,-0.08281250000000001,0.7332031250000001
253,134,-0.1359375,0.641796875
254,83,-0.08281250000000001,0.641796875
255,84,0.06406250000000002,0.583203125
256,134,0.06406250000000002,0.583203125
257,84,0.1171875,0.583203125
258,84,0.06406250000000002,0.7917968750000001
259,134,0.1171875,0.7917968750000001
260,96,-0.1859375,0.545703125
261,146,-0.1859375,0.545703125
262,96,0.1671875,0.545703125
263,96,-0.1859375,0.679296875
264,146,0.1671875,0.679296875
265,147,0.014062500000000006,0.6957031250000001
266,96,0.014062500000000006,0.6957031250000001
267,147,-0.032812499999999994,0.6957031250000001
268,147,0.014062500000000006,0.529296875
269,96,-0.032812499999999994,0.529296875
270,122,-0.0859375,0.620703125
271,121,-0.0859375,0.620703125
272,122,-0.1328125,0.620703125
273,122,-0.0859375,0.604296875
274,121,-0.1328125,0.604296875
275,71,0.11406250000000001,0.770703125
276,70,0.11406250000000001,0.770703125
277,71,0.06718750000000001,0.770703125
278,71,0.11406250000000001,0.7542968750000001
279,70,0.06718750000000001,0.7542968750000001
280,65,-0.11093750000000001,0.639453125
281,89,-0.11093750000000001,0.639453125
282,65,-0.15781250000000002,0.639453125
283,65,-0.11093750000000001,0.773046875
284,89,-0.15781250000000002,0.773046875
285,115,0.08906249999999999,0.7894531250000001
286,140,0.08906249999999999,0.7894531250000001
287,115,0.04218749999999999,0.7894531250000001
288,115,0.08906249999999999,0.623046875
289,140,0.04218749999999999,0.623046875
290,141,-0.010937499999999989,0.564453125
291,64,-0.010937499999999989,0.564453125
